Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
D2,15/08/16,Union Berlin,Dresden,2,2,D,0,1,A,2.15,3.4,3.3,2.15,3.25,3.5,2.2,3.3,3.1,2.15,3.3,3.3,2.23,3.44,3.49,2.15,3.25,3.25,2.2,3.4,3.3,48,2.25,2.17,3.44,3.28,3.5,3.26,37,2.07,1.99,1.85,1.77,23,-0.25,1.96,1.88,2,1.93,2.22,3.53,3.43
D2,26/08/16,Bochum,Hannover,1,1,D,0,0,D,2.4,3.3,2.88,2.45,3.3,2.7,2.6,3.2,2.6,2.4,3.4,2.75,2.54,3.54,2.87,2.45,3.3,2.7,2.5,3.5,2.75,50,2.6,2.45,3.54,3.32,2.88,2.76,38,1.8,1.73,2.14,2.03,25,0,1.86,1.8,2.08,2,2.63,3.55,2.75
D2,26/08/16,Heidenheim,Wurzburger Kickers,1,2,A,0,1,A,2.05,3.3,3.6,2.05,3.2,3.6,2,3.3,3.6,2.1,3.1,3.8,2.14,3.26,3.98,2.1,3.1,3.6,2.1,3.3,3.7,50,2.14,2.08,3.3,3.16,3.98,3.66,36,2.51,2.37,1.6,1.54,23,-0.5,2.14,2.08,1.8,1.76,2.35,3.2,3.5
D2,26/08/16,Sandhausen,Stuttgart,1,2,A,0,1,A,3.6,3.5,2,3.6,3.4,1.95,3.1,3.3,2.2,3.6,3.4,2.05,3.89,3.5,2.07,3.3,3.3,2.1,3.5,3.6,2.05,50,3.89,3.58,3.6,3.38,2.2,2.02,38,2,1.91,1.96,1.85,23,0.5,1.86,1.81,2.07,2,3.7,3.53,2.12
D2,27/08/16,Greuther Furth,Erzgebirge Aue,3,2,H,1,0,H,2.2,3.3,3.3,2.15,3.3,3.2,2.1,3.3,3.3,2.15,3.25,3.5,2.18,3.43,3.65,2,3.3,3.6,2.15,3.4,3.4,50,2.22,2.14,3.43,3.27,3.65,3.34,38,2.12,2.02,1.84,1.74,24,-0.25,1.9,1.85,2.05,1.96,2.11,3.44,3.82
D2,27/08/16,Karlsruhe,Munich 1860,0,0,D,0,0,D,2.25,3.2,3.3,2.2,3.3,3.1,2.2,3.2,3.2,2.2,3.1,3.4,2.25,3.26,3.64,2.2,3.1,3.3,2.25,3.3,3.3,50,2.3,2.21,3.3,3.16,3.64,3.3,34,2.37,2.26,1.63,1.59,24,-0.25,1.95,1.9,2,1.91,2.27,3.23,3.64
D2,28/08/16,Bielefeld,Union Berlin,4,4,D,2,1,H,2.4,3.3,2.88,2.45,3.2,2.75,2.4,3.2,2.85,2.4,3.25,2.9,2.46,3.4,3.08,2.38,3.2,2.88,2.45,3.4,2.9,49,2.46,2.39,3.4,3.23,3.08,2.9,36,2.11,2,1.86,1.76,23,-0.25,2.12,2.05,1.83,1.77,2.22,3.41,3.56
D2,28/08/16,Braunschweig,Nurnberg,6,1,H,2,1,H,2.25,3.4,3.1,2.3,3.25,3,2.2,3.3,3.1,2.25,3.25,3.2,2.32,3.39,3.34,2.3,3.1,3.1,2.25,3.4,3.2,49,2.35,2.25,3.4,3.2,3.34,3.17,35,2.26,2.1,1.77,1.68,24,-0.25,1.99,1.89,1.97,1.89,2.33,3.38,3.34
D2,28/08/16,Dresden,St Pauli,1,0,H,1,0,H,2.2,3.2,3.4,2.15,3.25,3.25,2.3,3.2,3,2.2,3.3,3.25,2.24,3.51,3.4,2.2,3.2,3.2,2.25,3.5,3.13,48,2.3,2.21,3.51,3.28,3.4,3.18,36,2.04,1.95,1.9,1.81,22,-0.25,1.97,1.91,1.97,1.9,2.27,3.4,3.43
D2,29/08/16,Kaiserslautern,Fortuna Dusseldorf,0,0,D,0,0,D,1.91,3.6,3.75,1.95,3.4,3.7,2.1,3.3,3.3,1.95,3.3,4,2,3.5,4.19,1.95,3.3,3.8,1.95,3.5,4,48,2.1,1.93,3.6,3.33,4.3,3.92,35,2.25,2.14,1.72,1.66,22,-0.5,2.01,1.93,1.95,1.87,2.12,3.5,3.77
D2,09/09/16,Erzgebirge Aue,Braunschweig,0,2,A,0,1,A,3.4,3.2,2.2,3.25,3.1,2.35,2.85,3.2,2.4,3.2,3.2,2.3,3.36,3.33,2.34,3.1,3.1,2.3,3.3,3.3,2.25,51,3.4,3.13,3.33,3.18,2.5,2.3,39,2.25,2.16,1.71,1.65,25,0.25,1.96,1.87,2.05,1.95,3.24,3.27,2.43
D2,09/09/16,Stuttgart,Heidenheim,1,2,A,0,0,D,1.8,3.5,4.5,1.8,3.6,4.5,1.8,3.5,4.2,1.85,3.5,4.2,1.91,3.69,4.35,1.85,3.4,4,1.87,3.7,4.1,51,1.94,1.85,3.7,3.53,4.5,4.08,41,1.88,1.79,2.08,1.98,23,-0.25,1.65,1.61,2.4,2.31,1.95,3.74,4.06
D2,09/09/16,Wurzburger Kickers,Bochum,2,0,H,0,0,D,2.38,3.1,3.1,2.45,3.25,2.9,2.6,3.1,2.7,2.4,3.2,2.9,2.53,3.33,3.03,2.38,3.2,2.9,2.5,3.3,2.9,51,2.6,2.43,3.33,3.17,3.12,2.9,39,2.16,2.05,1.8,1.73,24,0,1.81,1.76,2.14,2.06,2.43,3.39,3.14
D2,10/09/16,St Pauli,Bielefeld,2,1,H,1,0,H,2.3,3.2,3.1,2.3,3.2,3.2,2.2,3.2,3.2,2.3,3.2,3.2,2.36,3.33,3.32,2.3,3.2,3,2.3,3.3,3.2,50,2.4,2.3,3.33,3.21,3.32,3.1,38,2.16,2.05,1.8,1.73,24,-0.25,2.02,1.97,1.93,1.85,2.64,3.28,2.92
D2,10/09/16,Union Berlin,Karlsruhe,4,0,H,2,0,H,2.1,3.3,3.5,2.2,3.3,3.3,2.3,3.2,3,2.1,3.25,3.5,2.17,3.42,3.68,2.15,3.25,3.25,2.15,3.4,3.5,51,2.3,2.13,3.42,3.29,3.68,3.37,41,2.05,1.95,1.88,1.81,25,-0.25,1.86,1.82,2.08,2,2.09,3.48,3.84
D2,11/09/16,Fortuna Dusseldorf,Greuther Furth,1,1,D,0,1,A,2.4,3.25,3,2.4,3.3,2.95,2.3,3.2,3,2.4,3.3,2.9,2.48,3.5,2.97,2.4,3.25,2.8,2.45,3.5,2.88,51,2.48,2.39,3.5,3.3,3.1,2.87,39,2.02,1.93,1.92,1.82,24,-0.25,2.16,2.08,1.82,1.76,2.42,3.41,3.14
D2,11/09/16,Hannover,Dresden,0,2,A,0,1,A,1.8,3.75,4.2,1.85,3.6,4.1,1.75,3.5,4.5,1.8,3.6,4.33,1.81,3.9,4.63,1.85,3.6,3.8,1.8,3.9,4.2,51,1.9,1.8,3.9,3.67,4.63,4.12,40,1.75,1.7,2.23,2.09,24,-0.5,1.85,1.8,2.1,2.02,1.72,4.07,5.05
D2,11/09/16,Sandhausen,Kaiserslautern,2,0,H,1,0,H,2.9,3.25,2.4,3,3.2,2.4,2.6,3.2,2.6,3,3.1,2.4,3.14,3.23,2.51,2.8,3.1,2.5,3,3.25,2.45,51,3.14,2.93,3.25,3.13,2.6,2.43,34,2.29,2.17,1.7,1.63,24,0,2.2,2.1,1.8,1.73,3.23,3.24,2.46
D2,12/09/16,Nurnberg,Munich 1860,1,2,A,1,1,D,2,3.4,3.75,2.05,3.4,3.6,2.1,3.2,3.4,2.1,3.3,3.5,2.17,3.5,3.6,2.05,3.25,3.5,2.1,3.5,3.5,51,2.17,2.08,3.5,3.32,3.9,3.44,39,2.07,1.96,1.9,1.79,25,-0.25,1.88,1.8,2.09,2.01,2.21,3.37,3.64
