Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
SC3,20/08/16,Annan Athletic,Clyde,3,2,H,1,0,H,2.5,3.75,2.5,2.7,3.75,2.1,2.55,3.45,2.3,2.7,3.5,2.4,2.84,3.71,2.45,2.7,3.6,2.45,2.7,3.75,2.45,52,2.84,2.62,3.85,3.54,2.5,2.35,31,1.63,1.57,2.63,2.29,27,0,2.08,1.97,1.9,1.81,2.95,3.69,2.39
SC3,20/08/16,Berwick,Forfar,1,2,A,0,1,A,2.3,3.75,2.75,2.4,3.6,2.4,2.3,3.35,2.7,2.3,3.4,2.9,2.41,3.53,3.01,2.3,3.6,2.88,2.38,3.6,2.9,52,2.47,2.31,3.75,3.45,3.01,2.72,32,1.86,1.72,2.25,2.02,26,-0.25,2.11,2.02,1.84,1.78,2.59,3.65,2.71
SC3,20/08/16,Cowdenbeath,Edinburgh City,2,0,H,1,0,H,1.44,4.75,6,1.4,4.5,5.75,1.4,4.35,5.75,1.44,4.5,6.5,1.47,4.79,7.08,1.36,5,7.5,1.45,4.8,6.5,52,1.47,1.42,5,4.54,7.5,6.04,31,1.56,1.51,2.75,2.43,26,-1.25,2.06,1.96,1.87,1.82,1.52,4.89,6.04
SC3,20/08/16,Elgin,Arbroath,0,1,A,0,0,D,1.85,4,3.6,2,3.75,2.9,1.85,3.5,3.6,1.85,3.6,3.8,1.92,3.77,4.09,2,3.75,3.4,1.9,3.75,3.9,52,2,1.87,4,3.61,4.09,3.6,31,1.81,1.69,2.38,2.07,26,-0.5,1.97,1.88,1.97,1.89,1.85,3.92,4.22
SC3,20/08/16,Stirling,Montrose,2,0,H,0,0,D,1.62,4,5,1.67,3.8,4,1.6,3.75,4.5,1.67,4,4.75,1.67,4.19,5.17,1.73,3.8,4,1.65,4.1,5,52,1.73,1.63,4.19,3.84,5.17,4.56,30,1.67,1.61,2.38,2.18,26,-0.75,1.91,1.83,2.03,1.95,1.72,4.17,4.78
SC3,27/08/16,Arbroath,Stirling,5,3,H,1,1,D,2,3.75,3,2,3.7,2.95,2.05,3.35,3.1,2.15,3.4,3.3,2.18,3.57,3.43,1.91,3.75,3.6,2.15,3.6,3.3,52,2.18,2.06,3.75,3.45,3.6,3.14,34,1.92,1.77,2,1.94,24,-0.25,1.89,1.84,2.02,1.95,2.37,3.54,3.06
SC3,27/08/16,Clyde,Cowdenbeath,5,3,H,3,2,H,2,3.8,3,2,3.7,2.95,2,3.5,3.05,2.05,3.6,3.3,2.07,3.79,3.53,2.15,3.6,3.2,2.1,3.75,3.25,51,2.15,2.02,3.8,3.55,3.53,3.14,34,1.65,1.59,2.43,2.23,21,-0.25,1.87,1.8,2.1,2,1.99,3.85,3.74
SC3,27/08/16,Edinburgh City,Berwick,1,2,A,0,0,D,2.8,3.8,2.1,2.8,3.6,2.1,2.85,3.5,2.1,3,3.6,2.15,3.14,3.79,2.23,3.2,3.6,2.1,3.1,3.75,2.15,52,3.2,2.93,3.85,3.56,2.23,2.12,35,1.65,1.59,2.43,2.22,24,0.25,1.96,1.9,1.95,1.89,2.81,3.72,2.47
SC3,27/08/16,Forfar,Elgin,3,2,H,1,2,A,1.91,3.75,3.25,2,3.7,2.95,1.9,3.55,3.3,1.95,3.6,3.5,2,3.82,3.73,2.1,4,3,2,3.8,3.5,52,2.1,1.94,4,3.62,3.73,3.31,35,1.64,1.59,2.4,2.24,21,-0.5,2.04,1.96,1.9,1.81,1.99,3.99,3.62
SC3,27/08/16,Montrose,Annan Athletic,2,2,D,0,2,A,2.88,3.8,2.05,2.7,3.6,2.15,2.85,3.55,2.1,2.9,3.75,2.2,2.96,3.85,2.31,2.88,3.75,2.2,3.1,3.8,2.15,52,3.1,2.88,3.9,3.61,2.31,2.13,35,1.58,1.51,2.55,2.41,24,0.25,1.99,1.88,2.02,1.91,2.47,3.83,2.74
SC3,10/09/16,Annan Athletic,Forfar,1,2,A,1,0,H,3.1,4,2.05,2.9,3.75,2,2.95,3.55,2.05,3.1,3.8,2.1,3.61,3.95,2.02,3.2,3.6,2.1,3.13,3.9,2.1,54,3.29,3.06,4,3.62,2.15,2.05,37,1.55,1.48,2.6,2.49,23,0.5,1.79,1.74,2.16,2.07,3.49,4.02,2.02
SC3,10/09/16,Berwick,Elgin,2,4,A,1,2,A,2.3,3.6,2.8,2.35,3.25,2.65,2.3,3.3,2.7,2.4,3.4,2.8,2.46,3.57,2.91,2.38,3.6,2.75,2.38,3.5,2.9,54,2.46,2.33,3.65,3.38,2.91,2.73,44,1.83,1.73,2.13,2.02,27,-0.25,2.13,2.04,1.83,1.76,2.33,3.58,3.11
SC3,10/09/16,Clyde,Arbroath,3,2,H,2,2,D,2,3.8,3.3,2,3.3,3.25,1.95,3.4,3.3,2,3.6,3.4,2.09,3.71,3.54,2,3.75,3.3,2,3.7,3.6,53,2.09,1.98,3.8,3.51,3.6,3.33,37,1.73,1.69,2.19,2.06,26,-0.5,2.09,1.98,1.88,1.81,2.08,3.73,3.55
SC3,10/09/16,Montrose,Cowdenbeath,1,2,A,1,1,D,2.75,3.75,2.25,2.55,3.25,2.45,2.65,3.4,2.3,2.8,3.6,2.3,2.89,3.76,2.39,2.7,3.75,2.38,2.8,3.7,2.38,54,2.9,2.71,3.75,3.48,2.5,2.31,38,1.65,1.61,2.29,2.19,26,0,2.16,2.08,1.8,1.73,2.81,3.76,2.45
SC3,10/09/16,Stirling,Edinburgh City,1,1,D,0,0,D,1.5,4.33,6,1.44,4.2,5.75,1.45,4.2,5.25,1.5,4.33,6,1.53,4.62,6.3,1.5,4.5,6,1.5,4.5,6.25,54,1.53,1.46,4.8,4.36,6.5,5.59,38,1.57,1.51,2.6,2.41,25,-1.25,2.13,2.05,1.82,1.77,1.4,5.04,8.39
